Player,Player,Date,Opponent,Event_Name,Event_Stage,Venue,Toss_Decision,Dismissal_Kind,Dismissed_By,Caught_By,Wicket_Kinds
A Balbirnie,A Balbirnie,2019-07-07,Zimbabwe,Zimbabwe tour of Netherlands and Ireland,,"Civil Service Cricket Club, Stormont",bat,caught,SC Williams,R Mutumbami,
A Balbirnie,A Balbirnie,2020-01-07,West Indies,Ireland tour of West Indies,,"Kensington Oval, Barbados",bat,caught,RL Chase,SD Hope,
A Balbirnie,A Balbirnie,2020-01-09,West Indies,Ireland tour of West Indies,,"Kensington Oval, Barbados",bat,bowled,AS Joseph,,
A Balbirnie,A Balbirnie,2020-01-12,West Indies,Ireland tour of West Indies,,"National Cricket Stadium, Grenada",field,caught,HR Walsh,RL Chase,
A Balbirnie,A Balbirnie,2020-07-30,England,Ireland tour of England,,The Rose Bowl,field,caught,DJ Willey,JM Bairstow,
A Balbirnie,A Balbirnie,2020-08-01,England,Ireland tour of England,,The Rose Bowl,bat,caught,JM Vince,JM Bairstow,
A Balbirnie,A Balbirnie,2020-08-04,England,Ireland tour of England,,The Rose Bowl,field,caught,AU Rashid,SW Billings,
A Balbirnie,A Balbirnie,2021-01-08,United Arab Emirates,Ireland tour of United Arab Emirates,,Sheikh Zayed Stadium,bat,caught,Ahmed Raza,V Aravind,
A Balbirnie,A Balbirnie,2021-01-18,United Arab Emirates,Ireland tour of United Arab Emirates,,Sheikh Zayed Stadium,field,caught,Zahoor Khan,CP Rizwan,
A Balbirnie,A Balbirnie,2021-06-02,Netherlands,Ireland tour of Netherlands,,"Sportpark Maarschalkerweerd, Utrecht",bat,caught,LV van Beek,MP O'Dowd,
A Balbirnie,A Balbirnie,2021-06-04,Netherlands,Ireland tour of Netherlands,,"Sportpark Maarschalkerweerd, Utrecht",bat,Not Out,,,
A Balbirnie,A Balbirnie,2021-06-07,Netherlands,Ireland tour of Netherlands,,"Sportpark Maarschalkerweerd, Utrecht",bat,bowled,VJ Kingma,,
A Balbirnie,A Balbirnie,2021-07-11,South Africa,South Africa tour of Ireland,,"The Village, Malahide, Dublin",field,caught,K Rabada,T Shamsi,
A Balbirnie,A Balbirnie,2021-07-13,South Africa,South Africa tour of Ireland,,"The Village, Malahide, Dublin",field,caught,K Rabada,T Bavuma,
A Balbirnie,A Balbirnie,2021-07-16,South Africa,South Africa tour of Ireland,,"The Village, Malahide, Dublin",bat,caught,KA Maharaj,JN Malan,
A Balbirnie,A Balbirnie,2021-09-08,Zimbabwe,Zimbabwe tour of Ireland and Scotland,,"Civil Service Cricket Club, Stormont, Belfast",field,bowled,W Madhevere,,
A Balbirnie,A Balbirnie,2021-09-10,Zimbabwe,Zimbabwe tour of Ireland and Scotland,,"Civil Service Cricket Club, Stormont, Belfast",field,caught,R Ngarava,BRM Taylor,
A Balbirnie,A Balbirnie,2021-09-13,Zimbabwe,Zimbabwe tour of Ireland and Scotland,,"Civil Service Cricket Club, Stormont, Belfast",field,caught,WP Masakadza,CR Ervine,
A Balbirnie,A Balbirnie,2022-01-08,West Indies,Ireland tour of United States of America and West Indies,,"Sabina Park, Kingston, Jamaica",field,caught,R Shepherd,SD Hope,
A Balbirnie,A Balbirnie,2022-07-10,New Zealand,New Zealand tour of Ireland,,"The Village, Malahide, Dublin",field,caught,MJ Henry,TWM Latham,
A Balbirnie,A Balbirnie,2022-07-12,New Zealand,New Zealand tour of Ireland,,"The Village, Malahide, Dublin",field,bowled,MJ Henry,,
A Balbirnie,A Balbirnie,2022-07-15,New Zealand,New Zealand tour of Ireland,,"The Village, Malahide, Dublin",bat,lbw,MJ Henry,,
A Balbirnie,A Balbirnie,2023-01-18,Zimbabwe,Ireland tour of Zimbabwe,,Harare Sports Club,field,retired hurt,,,
A Balbirnie,A Balbirnie,2023-03-18,Bangladesh,Ireland tour of Bangladesh,,Sylhet International Cricket Stadium,field,bowled,Taskin Ahmed,,
A Balbirnie,A Balbirnie,2023-03-23,Bangladesh,Ireland tour of Bangladesh,,Sylhet International Cricket Stadium,bat,caught,Taskin Ahmed,Nazmul Hossain Shanto,
A Balbirnie,A Balbirnie,2023-05-09,Bangladesh,Ireland v Bangladesh,,"County Ground, Chelmsford",field,bowled,Hasan Mahmud,,
A Balbirnie,A Balbirnie,2023-05-12,Bangladesh,ICC Men's Cricket World Cup Super League,,"County Ground, Chelmsford",field,caught,Shoriful Islam,Mushfiqur Rahim,
A Balbirnie,A Balbirnie,2023-05-14,Bangladesh,ICC Men's Cricket World Cup Super League,,"County Ground, Chelmsford",field,caught,Ebadat Hossain,Rony Talukdar,
A Balbirnie,A Balbirnie,2023-06-19,Oman,ICC Cricket World Cup Qualifier,,Bulawayo Athletic Club,field,caught,Zeeshan Maqsood,Naseem Khushi,
A Balbirnie,A Balbirnie,2023-06-21,Scotland,ICC Cricket World Cup Qualifier,,"Queens Sports Club, Bulawayo",field,lbw,BJ McMullen,,
A Balbirnie,A Balbirnie,2023-06-25,Sri Lanka,ICC Cricket World Cup Qualifier,,"Queens Sports Club, Bulawayo",field,lbw,PWH de Silva,,
A Balbirnie,A Balbirnie,2023-06-27,United Arab Emirates,ICC Cricket World Cup Qualifier,,Bulawayo Athletic Club,field,caught,Ali Naseer,A Sharma,
A Balbirnie,A Balbirnie,2023-06-30,United States of America,ICC Cricket World Cup Qualifier,7th Place Play-Off,"Takashinga Sports Club, Highfield, Harare",field,Not Out,,,
A Balbirnie,A Balbirnie,2023-07-04,Nepal,ICC Cricket World Cup Qualifier,7th Place Play-Off,"Takashinga Sports Club, Highfield, Harare",field,caught,K Mahato,DS Airee,
A Balbirnie,A Balbirnie,2023-09-23,England,Ireland tour of England,,"Trent Bridge, Nottingham",field,caught,GLS Scrimshaw,BM Duckett,
A Balbirnie,A Balbirnie,2023-12-15,Zimbabwe,Ireland tour of Zimbabwe,,Harare Sports Club,bat,bowled,R Ngarava,,
A Balbirnie,A Balbirnie,2023-12-17,Zimbabwe,Ireland tour of Zimbabwe,,Harare Sports Club,field,Not Out,,,
A Balbirnie,A Balbirnie,2024-10-02,South Africa,Ireland vs South Africa,,"Zayed Cricket Stadium, Abu Dhabi",bat,bowled,LB Williams,,
A Balbirnie,A Balbirnie,2024-10-04,South Africa,Ireland vs South Africa,,"Zayed Cricket Stadium, Abu Dhabi",bat,bowled,LB Williams,,
A Balbirnie,A Balbirnie,2024-10-07,South Africa,Ireland vs South Africa,,"Zayed Cricket Stadium, Abu Dhabi",bat,caught,LB Williams,T Stubbs,
A Balbirnie,A Balbirnie,2025-02-14,Zimbabwe,Ireland tour of Zimbabwe,,Harare Sports Club,field,caught,R Ngarava,T Marumani,
A Balbirnie,A Balbirnie,2025-02-16,Zimbabwe,Ireland tour of Zimbabwe,,Harare Sports Club,field,caught,B Muzarabani,T Marumani,
A Balbirnie,A Balbirnie,2025-02-18,Zimbabwe,Ireland tour of Zimbabwe,,Harare Sports Club,field,caught,WP Masakadza,W Madhevere,
A Balbirnie,A Balbirnie,2025-05-21,West Indies,West Indies tour of Ireland,,"Castle Avenue, Dublin",field,caught,AS Joseph,G Motie,
A Balbirnie,A Balbirnie,2025-05-25,West Indies,West Indies tour of Ireland,,"Castle Avenue, Dublin",field,bowled,JNT Seales,,
A Flintoff,A Flintoff,2003-01-25,Australia,VB Series,Final,Melbourne Cricket Ground,bat,bowled,B Lee,,caught
A Flintoff,A Flintoff,2003-02-16,Netherlands,ICC World Cup,,"Buffalo Park, East London",field,caught,DLS van Bunge,RP Lefebvre,lbw
A Flintoff,A Flintoff,2003-02-19,Namibia,ICC World Cup,,"St George's Park, Port Elizabeth",field,caught,G Snyman,D Keulder,bowled
A Flintoff,A Flintoff,2003-02-22,Pakistan,ICC World Cup,,"Newlands, Cape Town",bat,stumped,Saqlain Mushtaq,,caught|bowled
A Flintoff,A Flintoff,2003-02-26,India,ICC World Cup,,"Kingsmead, Durban",bat,caught,J Srinath,V Sehwag,caught
A Flintoff,A Flintoff,2003-03-02,Australia,ICC World Cup,,"St George's Park, Port Elizabeth",bat,caught,AJ Bichel,AC Gilchrist,
A Flintoff,A Flintoff,2003-06-17,Pakistan,Pakistan tour of England and Scotland,,"Old Trafford, Manchester",bat,caught,Abdul Razzaq,Yasir Hameed,
A Flintoff,A Flintoff,2003-06-20,Pakistan,Pakistan tour of England and Scotland,,"Kennington Oval, London",bat,Not Out,,,lbw
A Flintoff,A Flintoff,2003-06-22,Pakistan,Pakistan tour of England and Scotland,,"Lord's, London",field,caught,Mohammad Hafeez,Mohammad Sami,caught|caught|caught
A Flintoff,A Flintoff,2003-06-26,Zimbabwe,NatWest Series,,"Trent Bridge, Nottingham",field,caught,DA Marillier,AM Blignaut,
A Flintoff,A Flintoff,2003-06-28,South Africa,NatWest Series,,"Kennington Oval, London",bat,bowled,AJ Hall,,bowled|bowled|bowled
A Flintoff,A Flintoff,2003-07-01,Zimbabwe,NatWest Series,,"Headingley, Leeds",field,caught,AM Blignaut,TJ Friend,
A Flintoff,A Flintoff,2003-07-03,South Africa,NatWest Series,,"Old Trafford, Manchester",bat,caught,JH Kallis,GC Smith,bowled
A Flintoff,A Flintoff,2003-07-06,Zimbabwe,NatWest Series,,"The Royal & Sun Alliance County Ground, Bristol",field,Not Out,,,bowled|caught|caught
A Flintoff,A Flintoff,2003-07-12,South Africa,NatWest Series,Final,"Lord's, London",field,Not Out,,,caught|caught
A Flintoff,A Flintoff,2003-11-07,Bangladesh,England tour of Bangladesh,,"MA Aziz Stadium, Chittagong",bat,Not Out,,,caught|caught|caught
A Flintoff,A Flintoff,2003-11-10,Bangladesh,England tour of Bangladesh,,"Bangabandhu National Stadium, Dhaka",bat,Not Out,,,caught
A Flintoff,A Flintoff,2003-11-12,Bangladesh,England tour of Bangladesh,,"Bangabandhu National Stadium, Dhaka",bat,Not Out,,,lbw|bowled
A Flintoff,A Flintoff,2003-11-18,Sri Lanka,England tour of Sri Lanka,,Rangiri Dambulla International Stadium,bat,caught,WPUJC Vaas,KC Sangakkara,
A Flintoff,A Flintoff,2004-04-24,West Indies,England tour of West Indies,,Queen's Park Oval,bat,,,,
A Flintoff,A Flintoff,2004-05-02,West Indies,England tour of West Indies,,Daren Sammy National Cricket Stadium,field,caught,IDR Bradshaw,S Chanderpaul,bowled
A Flintoff,A Flintoff,2004-07-01,West Indies,NatWest Series,,Headingley,field,Not Out,,,
A Flintoff,A Flintoff,2004-07-06,West Indies,NatWest Series,,Lord's,field,caught,CH Gayle,IDR Bradshaw,
A Flintoff,A Flintoff,2004-09-01,India,India tour of England,,Trent Bridge,field,Not Out,,,caught
A Flintoff,A Flintoff,2004-09-03,India,India tour of England,,Kennington Oval,field,caught,AB Agarkar,R Dravid,bowled
A Flintoff,A Flintoff,2004-09-10,Zimbabwe,ICC Champions Trophy,,Edgbaston,field,caught,T Panyangara,DT Hondo,bowled|caught|caught
A Flintoff,A Flintoff,2004-09-17,Sri Lanka,ICC Champions Trophy,,The Rose Bowl,field,bowled,WPUJC Vaas,,caught|caught
A Flintoff,A Flintoff,2004-09-21,Australia,ICC Champions Trophy,Semi Final,Edgbaston,field,caught,B Lee,ML Hayden,bowled
A Flintoff,A Flintoff,2004-09-25,West Indies,ICC Champions Trophy,Final,Kennington Oval,field,caught,WW Hinds,BC Lara,caught|caught|caught
A Flintoff,A Flintoff,2005-06-16,Bangladesh,NatWest Challenge,,Kennington Oval,field,,,,
A Flintoff,A Flintoff,2005-06-23,Australia,NatWest Challenge,,Riverside Ground,field,caught,GB Hogg,JN Gillespie,caught|caught
A Flintoff,A Flintoff,2005-06-26,Bangladesh,NatWest Challenge,,Headingley,bat,lbw,Mohammad Rafique,,bowled|caught|bowled|bowled
A Flintoff,A Flintoff,2005-06-28,Australia,NatWest Challenge,,Edgbaston,bat,,,,caught
A Flintoff,A Flintoff,2005-07-02,Australia,NatWest Challenge,Final,Lord's,field,caught,GD McGrath,ML Hayden,caught|caught|caught
A Flintoff,A Flintoff,2005-07-12,Australia,Australia tour of England and Scotland,,Kennington Oval,field,caught,MS Kasprowicz,AC Gilchrist,
A Flintoff,A Flintoff,2005-10-07,Australia,ICC World XI tour of Australia,,Docklands Stadium,bat,caught,NW Bracken,A Symonds,bowled
A Flintoff,A Flintoff,2005-10-09,Australia,ICC World XI tour of Australia,,Docklands Stadium,bat,bowled,SR Watson,,
A Flintoff,A Flintoff,2005-12-10,Pakistan,England tour of Pakistan,,Gaddafi Stadium,bat,Not Out,,,caught|caught|bowled
A Flintoff,A Flintoff,2005-12-15,Pakistan,England tour of Pakistan,,National Stadium,field,bowled,Yasir Arafat,,bowled
A Flintoff,A Flintoff,2005-12-21,Pakistan,England tour of Pakistan,,Rawalpindi Cricket Stadium,bat,bowled,Naved-ul-Hasan,,
A Flintoff,A Flintoff,2006-03-28,India,England in India ODI Series,,Feroz Shah Kotla,field,lbw,Harbhajan Singh,,
A Flintoff,A Flintoff,2006-03-31,India,England in India ODI Series,,Nahar Singh Stadium,bat,stumped,RR Powar,,bowled
A Flintoff,A Flintoff,2006-04-03,India,England in India ODI Series,,"Nehru Stadium, Fatorda",bat,caught,RR Powar,V Sehwag,caught|caught|bowled
A Flintoff,A Flintoff,2006-10-15,India,ICC Champions Trophy,,Sawai Mansingh Stadium,field,lbw,IK Pathan,,
A Flintoff,A Flintoff,2006-10-21,Australia,ICC Champions Trophy,,Sawai Mansingh Stadium,field,caught,SR Watson,MEK Hussey,
A Flintoff,A Flintoff,2006-10-28,West Indies,ICC Champions Trophy,,"Sardar Patel Stadium, Motera",bat,caught,CH Gayle,JE Taylor,
A Flintoff,A Flintoff,2007-01-12,Australia,Commonwealth Bank Series,,Melbourne Cricket Ground,bat,Not Out,,,
A Flintoff,A Flintoff,2007-01-16,New Zealand,Commonwealth Bank Series,,Bellerive Oval,bat,Not Out,,,caught|caught
A Flintoff,A Flintoff,2007-01-19,Australia,Commonwealth Bank Series,,"Brisbane Cricket Ground, Woolloongabba",bat,caught,B Lee,BJ Hodge,
A Flintoff,A Flintoff,2007-01-23,New Zealand,Commonwealth Bank Series,,Adelaide Oval,bat,caught,DL Vettori,BB McCullum,caught|bowled|caught|bowled
A Flintoff,A Flintoff,2007-01-26,Australia,Commonwealth Bank Series,,Adelaide Oval,bat,caught,MG Johnson,RT Ponting,
A Flintoff,A Flintoff,2007-01-30,New Zealand,Commonwealth Bank Series,,Western Australia Cricket Association Ground,bat,bowled,DL Vettori,,
A Flintoff,A Flintoff,2007-02-02,Australia,Commonwealth Bank Series,,Sydney Cricket Ground,bat,lbw,CL White,,caught
A Flintoff,A Flintoff,2007-02-06,New Zealand,Commonwealth Bank Series,,"Brisbane Cricket Ground, Woolloongabba",bat,caught,SE Bond,JEC Franklin,caught
A Flintoff,A Flintoff,2007-02-09,Australia,Commonwealth Bank Series,Final,Melbourne Cricket Ground,bat,caught,SR Watson,AC Gilchrist,caught|caught|bowled
A Flintoff,A Flintoff,2007-02-11,Australia,Commonwealth Bank Series,Final,Sydney Cricket Ground,bat,caught and bowled,,,caught
A Flintoff,A Flintoff,2007-03-16,New Zealand,ICC World Cup,,"Beausejour Stadium, Gros Islet",field,caught,SE Bond,SB Styris,
A Flintoff,A Flintoff,2007-03-24,Kenya,ICC World Cup,,"Beausejour Stadium, Gros Islet",bat,,,,lbw|bowled
A Flintoff,A Flintoff,2007-03-30,Ireland,ICC World Cup,,Providence Stadium,bat,bowled,DT Johnston,,caught|bowled|lbw|bowled
A Flintoff,A Flintoff,2007-04-04,Sri Lanka,ICC World Cup,,"Sir Vivian Richards Stadium, North Sound",field,caught,CRD Fernando,SL Malinga,caught|bowled|caught
A Flintoff,A Flintoff,2007-04-08,Australia,ICC World Cup,,"Sir Vivian Richards Stadium, North Sound",bat,stumped,GB Hogg,,caught
A Flintoff,A Flintoff,2007-04-11,Bangladesh,ICC World Cup,,"Kensington Oval, Bridgetown",field,bowled,Mohammad Rafique,,bowled
A Flintoff,A Flintoff,2007-04-17,South Africa,ICC World Cup,,"Kensington Oval, Bridgetown",bat,bowled,AJ Hall,,caught
A Flintoff,A Flintoff,2007-04-21,West Indies,ICC World Cup,,"Kensington Oval, Bridgetown",field,caught,RR Sarwan,DBL Powell,caught|caught
A Flintoff,A Flintoff,2007-08-21,India,NatWest Series,,The Rose Bowl,field,,,,caught
A Flintoff,A Flintoff,2007-08-24,India,NatWest Series,,County Ground,bat,caught,RR Powar,AB Agarkar,caught|caught|lbw|caught|caught
A Flintoff,A Flintoff,2007-08-30,India,NatWest Series,,Old Trafford,bat,caught,AB Agarkar,Yuvraj Singh,caught
A Flintoff,A Flintoff,2007-09-08,India,NatWest Series,,Lord's,bat,,,,caught|caught|caught
A Flintoff,A Flintoff,2008-08-22,South Africa,NatWest Series,,Headingley,bat,bowled,DW Steyn,,bowled|bowled
A Flintoff,A Flintoff,2008-08-26,South Africa,NatWest Series,,Trent Bridge,bat,,,,lbw|caught|bowled
A Flintoff,A Flintoff,2008-08-29,South Africa,NatWest Series,,Kennington Oval,field,Not Out,,,caught|caught
A Flintoff,A Flintoff,2008-08-31,South Africa,NatWest Series,,Lord's,field,Not Out,,,caught|caught|caught
A Flintoff,A Flintoff,2008-11-14,India,England in India ODI Series,,Madhavrao Scindia Cricket Ground,field,lbw,Z Khan,,caught
A Flintoff,A Flintoff,2008-11-17,India,England in India ODI Series,,Maharani Usharaje Trust Cricket Ground,bat,lbw,Yuvraj Singh,,
A Flintoff,A Flintoff,2008-11-20,India,England in India ODI Series,,Green Park,bat,lbw,YK Pathan,,caught|caught|caught
A Flintoff,A Flintoff,2008-11-23,India,England in India ODI Series,,M Chinnaswamy Stadium,field,caught,I Sharma,Z Khan,
A Flintoff,A Flintoff,2008-11-26,India,England in India ODI Series,,Barabati Stadium,field,caught,I Sharma,SR Tendulkar,
A Flintoff,A Flintoff,2009-03-27,West Indies,England in West Indies ODI Series,,"Kensington Oval, Bridgetown",field,caught,DJ Bravo,FH Edwards,
A Flintoff,A Flintoff,2009-03-29,West Indies,England in West Indies ODI Series,,"Kensington Oval, Bridgetown",field,,,,bowled
A Flintoff,A Flintoff,2009-04-03,West Indies,England in West Indies ODI Series,,"Beausejour Stadium, Gros Islet",field,caught,KA Pollard,S Chanderpaul,caught|caught|bowled|lbw|bowled
A Flower,A Flower,2003-02-10,Namibia,ICC World Cup,,Harare Sports Club,field,caught,AJ Burger,M Karg,
A Flower,A Flower,2003-02-19,India,ICC World Cup,,Harare Sports Club,field,bowled,Harbhajan Singh,,
A Flower,A Flower,2003-02-24,Australia,ICC World Cup,,"Queens Sports Club, Bulawayo",bat,bowled,GB Hogg,,
A Flower,A Flower,2003-02-28,Netherlands,ICC World Cup,,"Queens Sports Club, Bulawayo",field,caught,E Schiferli,JJ Esmeijer,
A Flower,A Flower,2003-03-08,New Zealand,ICC World Cup,Super Sixes,"Goodyear Park, Bloemfontein",bat,run out,,,
A Flower,A Flower,2003-03-12,Kenya,ICC World Cup,Super Sixes,"Goodyear Park, Bloemfontein",bat,bowled,TM Odoyo,,
A Flower,A Flower,2003-03-15,Sri Lanka,ICC World Cup,Super Sixes,"Buffalo Park, East London",bat,lbw,PA de Silva,,
A Kumble,A Kumble,2003-01-08,New Zealand,India tour of New Zealand,,"Westpac Stadium, Wellington",bat,hit wicket,AR Adams,,bowled|lbw
A Kumble,A Kumble,2003-01-14,New Zealand,India tour of New Zealand,,"Westpac Park, Hamilton",field,caught,AR Adams,SP Fleming,bowled
A Kumble,A Kumble,2003-02-12,Netherlands,ICC World Cup,,"Boland Bank Park, Paarl",bat,run out,,,caught|lbw|lbw|caught
A Kumble,A Kumble,2003-02-15,Australia,ICC World Cup,,"SuperSport Park, Centurion",bat,Not Out,,,stumped
A Kumble,A Kumble,2003-03-01,Pakistan,ICC World Cup,,"SuperSport Park, Centurion",bat,,,,
A Kumble,A Kumble,2003-10-26,Australia,TVS Cup (India),,"Captain Roop Singh Stadium, Gwalior",bat,,,,stumped
A Kumble,A Kumble,2003-11-01,Australia,TVS Cup (India),,"Wankhede Stadium, Mumbai",bat,bowled,MJ Clarke,,
A Kumble,A Kumble,2003-11-15,New Zealand,TVS Cup (India),,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",bat,,,,caught|caught
A Kumble,A Kumble,2004-01-09,Australia,VB Series,,Melbourne Cricket Ground,bat,caught,BA Williams,MJ Clarke,caught
A Kumble,A Kumble,2004-01-14,Zimbabwe,VB Series,,Bellerive Oval,bat,,,,bowled
A Kumble,A Kumble,2004-01-18,Australia,VB Series,,Brisbane Cricket Ground,bat,,,,
A Kumble,A Kumble,2004-01-20,Zimbabwe,VB Series,,Brisbane Cricket Ground,bat,,,,
A Kumble,A Kumble,2004-02-06,Australia,VB Series,Final,Melbourne Cricket Ground,bat,run out,,,
A Kumble,A Kumble,2004-07-27,Sri Lanka,Asia Cup,,R.Premadasa Stadium,bat,,,,
A Kumble,A Kumble,2004-08-21,Pakistan,Videocon Cup,,VRA Cricket Ground,field,Not Out,,,caught
A Kumble,A Kumble,2004-08-23,Australia,Videocon Cup,,VRA Cricket Ground,bat,,,,caught|caught
A Kumble,A Kumble,2004-09-01,England,India tour of England,,Trent Bridge,field,Not Out,,,
A Kumble,A Kumble,2004-09-05,England,India tour of England,,Lord's,bat,caught,D Gough,AG Wharf,
A Kumble,A Kumble,2005-04-15,Pakistan,Pakistan tour of India,,Green Park,bat,,,,lbw|caught
A Kumble,A Kumble,2005-08-17,Africa XI,Asia XI tour of South Africa,,SuperSport Park,field,lbw,JH Kallis,,bowled
A Kumble,A Kumble,2006-11-26,South Africa,India in South Africa ODI Series,,Newlands,bat,bowled,AJ Hall,,
A Kumble,A Kumble,2006-11-29,South Africa,India in South Africa ODI Series,,St George's Park,bat,caught,SM Pollock,GC Smith,caught|lbw
A Kumble,A Kumble,2006-12-03,South Africa,India in South Africa ODI Series,,SuperSport Park,field,bowled,M Ntini,,
A Kumble,A Kumble,2007-01-27,West Indies,West Indies in India ODI Series,,"MA Chidambaram Stadium, Chepauk",field,Not Out,,,caught
A Kumble,A Kumble,2007-01-31,West Indies,West Indies in India ODI Series,,Indian Petrochemicals Corporation Limited Sports Complex Ground,field,,,,caught|lbw
A Kumble,A Kumble,2007-02-11,Sri Lanka,Sri Lanka in India ODI Series,,Madhavrao Scindia Cricket Ground,field,run out,,,
A Kumble,A Kumble,2007-03-19,Bermuda,ICC World Cup,,"Queen's Park Oval, Port of Spain",field,,,,lbw|bowled|lbw
A Nehra,A Nehra,2002-12-29,New Zealand,India tour of New Zealand,,"McLean Park, Napier",field,,,,
A Nehra,A Nehra,2003-01-04,New Zealand,India tour of New Zealand,,"Davies Park, Queenstown",field,caught,AR Adams,BB McCullum,
A Nehra,A Nehra,2003-01-08,New Zealand,India tour of New Zealand,,"Westpac Stadium, Wellington",bat,,,,caught|bowled
A Nehra,A Nehra,2003-01-14,New Zealand,India tour of New Zealand,,"Westpac Park, Hamilton",field,Not Out,,,
A Nehra,A Nehra,2003-02-19,Zimbabwe,ICC World Cup,,Harare Sports Club,field,,,,
A Nehra,A Nehra,2003-02-23,Namibia,ICC World Cup,,"City Oval, Pietermaritzburg",field,,,,
A Nehra,A Nehra,2003-02-26,England,ICC World Cup,,"Kingsmead, Durban",bat,,,,caught|lbw|caught|caught|caught|caught
A Nehra,A Nehra,2003-03-01,Pakistan,ICC World Cup,,"SuperSport Park, Centurion",bat,,,,caught|bowled
A Nehra,A Nehra,2003-03-07,Kenya,ICC World Cup,Super Sixes,"Newlands, Cape Town",bat,,,,
A Nehra,A Nehra,2003-03-10,Sri Lanka,ICC World Cup,Super Sixes,"New Wanderers Stadium, Johannesburg",field,,,,caught|caught|caught|caught
A Nehra,A Nehra,2003-03-14,New Zealand,ICC World Cup,Super Sixes,"SuperSport Park, Centurion",field,,,,caught
A Nehra,A Nehra,2003-03-20,Kenya,ICC World Cup,Semi Final,"Kingsmead, Durban",bat,,,,caught|caught
A Nehra,A Nehra,2003-03-23,Australia,ICC World Cup,Final,"New Wanderers Stadium, Johannesburg",field,Not Out,,,
A Nehra,A Nehra,2004-01-18,Australia,VB Series,,Brisbane Cricket Ground,bat,,,,caught
A Nehra,A Nehra,2004-01-20,Zimbabwe,VB Series,,Brisbane Cricket Ground,bat,,,,caught
A Nehra,A Nehra,2004-02-08,Australia,VB Series,Final,Sydney Cricket Ground,bat,Not Out,,,caught|bowled
A Nehra,A Nehra,2004-03-16,Pakistan,India tour of Pakistan,,Rawalpindi Cricket Stadium,bat,bowled,Mohammad Sami,,bowled|lbw|caught
A Nehra,A Nehra,2004-08-01,Sri Lanka,Asia Cup,Final,R.Premadasa Stadium,bat,Not Out,,,caught
A Nehra,A Nehra,2004-08-23,Australia,Videocon Cup,,VRA Cricket Ground,bat,,,,caught
A Nehra,A Nehra,2004-09-01,England,India tour of England,,Trent Bridge,field,caught and bowled,,,
A Nehra,A Nehra,2004-09-05,England,India tour of England,,Lord's,bat,Not Out,,,caught|caught|bowled
A Nehra,A Nehra,2004-09-11,Kenya,ICC Champions Trophy,,The Rose Bowl,field,,,,
A Nehra,A Nehra,2004-09-19,Pakistan,ICC Champions Trophy,,Edgbaston,field,caught,Shoaib Akhtar,Shahid Afridi,caught
A Nehra,A Nehra,2005-04-05,Pakistan,Pakistan tour of India,,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,bat,,,,bowled|caught|caught|caught
A Nehra,A Nehra,2005-04-12,Pakistan,Pakistan tour of India,,"Sardar Patel (Gujarat) Stadium, Motera",bat,,,,
A Nehra,A Nehra,2005-04-17,Pakistan,Pakistan tour of India,,Arun Jaitley Stadium,bat,caught,Shahid Afridi,Mohammad Hafeez,caught|caught
A Nehra,A Nehra,2005-07-31,West Indies,Indian Oil Cup,,Rangiri Dambulla International Stadium,bat,,,,bowled|bowled
A Nehra,A Nehra,2005-08-17,Africa XI,Asia XI tour of South Africa,,SuperSport Park,field,bowled,DW Steyn,,caught
A Nehra,A Nehra,2005-08-21,Africa XI,Asia XI tour of South Africa,,Kingsmead,bat,,,,
A Nehra,A Nehra,2005-08-29,Zimbabwe,Videocon Triangular Series,,Harare Sports Club,field,,,,
A Nehra,A Nehra,2005-09-06,New Zealand,Videocon Triangular Series,Final,Harare Sports Club,bat,caught,KD Mills,JDP Oram,
A Nehra,A Nehra,2009-06-26,West Indies,India in West Indies ODI Series,,"Sabina Park, Kingston",bat,,,,caught|caught|caught
A Nehra,A Nehra,2009-06-28,West Indies,India in West Indies ODI Series,,"Sabina Park, Kingston",bat,Not Out,,,
A Nehra,A Nehra,2009-07-03,West Indies,India in West Indies ODI Series,,"Beausejour Stadium, Gros Islet",field,,,,caught|bowled|caught
A Nehra,A Nehra,2009-07-05,West Indies,India in West Indies ODI Series,,"Beausejour Stadium, Gros Islet",field,,,,
A Nehra,A Nehra,2009-09-11,New Zealand,Compaq Cup,,R Premadasa Stadium,bat,,,,lbw|lbw|caught
A Nehra,A Nehra,2009-09-12,Sri Lanka,Compaq Cup,,R Premadasa Stadium,bat,bowled,AD Mathews,,lbw
A Nehra,A Nehra,2009-09-14,Sri Lanka,Compaq Cup,Final,R Premadasa Stadium,bat,,,,
A Nehra,A Nehra,2009-09-26,Pakistan,ICC Champions Trophy,,SuperSport Park,bat,,,,caught|bowled|bowled|caught
A Nehra,A Nehra,2009-09-28,Australia,ICC Champions Trophy,,SuperSport Park,bat,,,,caught
A Nehra,A Nehra,2009-09-30,West Indies,ICC Champions Trophy,,New Wanderers Stadium,field,,,,caught|caught|caught
A Nehra,A Nehra,2009-10-25,Australia,Australia in India ODI Series,,Reliance Stadium,bat,Not Out,,,lbw|caught
A Nehra,A Nehra,2009-10-28,Australia,Australia in India ODI Series,,"Vidarbha Cricket Association Stadium, Jamtha",field,,,,bowled
